legacy_url,new_url,artefact_type,artefact_id,action_taken,notes
http://fhir.hie.moh.gov.my/CodeSystem/drug-my-core,https://myehr.kkmhub.moh.gov.my/fhir/ImplementationGuide/my-core/CodeSystem/drug-my-core,CodeSystem,drug-my-core,id-normalised,Normalised resource id from 'code-system-drug-my-core' to match the canonical URL tail.
http://fhir.hie.moh.gov.my/CodeSystem/drug-schedule-my-core,https://myehr.kkmhub.moh.gov.my/fhir/ImplementationGuide/my-core/CodeSystem/drug-schedule-my-core,CodeSystem,drug-schedule-my-core,id-normalised,Normalised resource id from 'code-system-drug-schedule-my-core' to match the canonical URL tail.
http://fhir.hie.moh.gov.my/CodeSystem/drug-special-instruction-my-core,https://myehr.kkmhub.moh.gov.my/fhir/ImplementationGuide/my-core/CodeSystem/drug-special-instruction-my-core,CodeSystem,drug-special-instruction-my-core,id-normalised,Normalised resource id from 'code-system-drug-special-instruction-my-core' to match the canonical URL tail.
http://fhir.hie.moh.gov.my/CodeSystem/drug-sub-group-my-core,https://myehr.kkmhub.moh.gov.my/fhir/ImplementationGuide/my-core/CodeSystem/drug-sub-group-my-core,CodeSystem,drug-sub-group-my-core,id-normalised,Normalised resource id from 'code-system-drug-sub-group-my-core' to match the canonical URL tail.
http://fhir.hie.moh.gov.my/CodeSystem/drug-trade-name-my-core,https://myehr.kkmhub.moh.gov.my/fhir/ImplementationGuide/my-core/CodeSystem/drug-trade-name-my-core,CodeSystem,drug-trade-name-my-core,id-normalised,Normalised resource id from 'code-system-drug-trade-name-my-core' to match the canonical URL tail.
http://fhir.hie.moh.gov.my/CodeSystem/drug-type-my-core,https://myehr.kkmhub.moh.gov.my/fhir/ImplementationGuide/my-core/CodeSystem/drug-type-my-core,CodeSystem,drug-type-my-core,id-normalised,Normalised resource id from 'code-system-drug-type-my-core' to match the canonical URL tail.
http://fhir.hie.moh.gov.my/CodeSystem/education-level-my-core,https://myehr.kkmhub.moh.gov.my/fhir/ImplementationGuide/my-core/CodeSystem/education-level-my-core,CodeSystem,education-level-my-core,id-normalised,Normalised resource id from 'code-system-education-level-my-core' to match the canonical URL tail.
http://fhir.hie.moh.gov.my/CodeSystem/encounter-outcome-my-core,https://myehr.kkmhub.moh.gov.my/fhir/ImplementationGuide/my-core/CodeSystem/encounter-outcome-my-core,CodeSystem,encounter-outcome-my-core,id-normalised,Normalised resource id from 'code-system-encounter-outcome-my-core' to match the canonical URL tail.
http://fhir.hie.moh.gov.my/CodeSystem/encounter-outcome-reason-my-core,https://myehr.kkmhub.moh.gov.my/fhir/ImplementationGuide/my-core/CodeSystem/encounter-outcome-reason-my-core,CodeSystem,encounter-outcome-reason-my-core,id-normalised,Normalised resource id from 'code-system-encounter-outcome-reason-my-core' to match the canonical URL tail.
http://fhir.hie.moh.gov.my/CodeSystem/ethnic-my-core,https://myehr.kkmhub.moh.gov.my/fhir/ImplementationGuide/my-core/CodeSystem/ethnic-my-core,CodeSystem,ethnic-my-core,id-normalised,Normalised resource id from 'code-system-ethnic-my-core' to match the canonical URL tail.
http://fhir.hie.moh.gov.my/CodeSystem/flag-category-my-core,https://myehr.kkmhub.moh.gov.my/fhir/ImplementationGuide/my-core/CodeSystem/flag-category-my-core,CodeSystem,flag-category-my-core,id-normalised,Normalised resource id from 'code-system-flag-category-my-core' to match the canonical URL tail.
http://fhir.hie.moh.gov.my/CodeSystem/foreigner-type-my-core,https://myehr.kkmhub.moh.gov.my/fhir/ImplementationGuide/my-core/CodeSystem/foreigner-type-my-core,CodeSystem,foreigner-type-my-core,id-normalised,Normalised resource id from 'code-system-foreigner-type-my-core' to match the canonical URL tail.
http://fhir.hie.moh.gov.my/CodeSystem/health-program-physiotherapy-my-core,https://myehr.kkmhub.moh.gov.my/fhir/ImplementationGuide/my-core/CodeSystem/health-program-physiotherapy-my-core,CodeSystem,health-program-physiotherapy-my-core,id-normalised,Normalised resource id from 'code-system-health-program-physiotherapy-my-core' to match the canonical URL tail.
http://fhir.hie.moh.gov.my/CodeSystem/hospital-physiotherapy-my-core,https://myehr.kkmhub.moh.gov.my/fhir/ImplementationGuide/my-core/CodeSystem/hospital-physiotherapy-my-core,CodeSystem,hospital-physiotherapy-my-core,id-normalised,Normalised resource id from 'code-system-hospital-physiotherapy-my-core' to match the canonical URL tail.
http://fhir.hie.moh.gov.my/CodeSystem/imaging-modality-my-core,https://myehr.kkmhub.moh.gov.my/fhir/ImplementationGuide/my-core/CodeSystem/imaging-modality-my-core,CodeSystem,imaging-modality-my-core,id-normalised,Normalised resource id from 'code-system-imaging-modality-my-core' to match the canonical URL tail.
http://fhir.hie.moh.gov.my/CodeSystem/imaging-my-core,https://myehr.kkmhub.moh.gov.my/fhir/ImplementationGuide/my-core/CodeSystem/imaging-my-core,CodeSystem,imaging-my-core,id-normalised,Normalised resource id from 'code-system-imaging-my-core' to match the canonical URL tail.
http://fhir.hie.moh.gov.my/CodeSystem/imaging-region-my-core,https://myehr.kkmhub.moh.gov.my/fhir/ImplementationGuide/my-core/CodeSystem/imaging-region-my-core,CodeSystem,imaging-region-my-core,id-normalised,Normalised resource id from 'code-system-imaging-region-my-core' to match the canonical URL tail.
http://fhir.hie.moh.gov.my/CodeSystem/immunization-recommendation-status-my-core,https://myehr.kkmhub.moh.gov.my/fhir/ImplementationGuide/my-core/CodeSystem/immunization-recommendation-status-my-core,CodeSystem,immunization-recommendation-status-my-core,id-normalised,Normalised resource id from 'code-system-immunization-recommendation-status-my-core' to match the canonical URL tail.
http://fhir.hie.moh.gov.my/CodeSystem/lab-component-my-core,https://myehr.kkmhub.moh.gov.my/fhir/ImplementationGuide/my-core/CodeSystem/lab-component-my-core,CodeSystem,lab-component-my-core,id-normalised,Normalised resource id from 'code-system-lab-component-my-core' to match the canonical URL tail.
http://fhir.hie.moh.gov.my/CodeSystem/lab-method-my-core,https://myehr.kkmhub.moh.gov.my/fhir/ImplementationGuide/my-core/CodeSystem/lab-method-my-core,CodeSystem,lab-method-my-core,id-normalised,Normalised resource id from 'code-system-lab-method-my-core' to match the canonical URL tail.
http://fhir.hie.moh.gov.my/CodeSystem/lab-sub-group-my-core,https://myehr.kkmhub.moh.gov.my/fhir/ImplementationGuide/my-core/CodeSystem/lab-sub-group-my-core,CodeSystem,lab-sub-group-my-core,id-normalised,Normalised resource id from 'code-system-lab-sub-group-my-core' to match the canonical URL tail.
http://fhir.hie.moh.gov.my/CodeSystem/location-type-my-core,https://myehr.kkmhub.moh.gov.my/fhir/ImplementationGuide/my-core/CodeSystem/location-type-my-core,CodeSystem,location-type-my-core,id-normalised,Normalised resource id from 'code-system-location-type-my-core' to match the canonical URL tail.
http://fhir.hie.moh.gov.my/CodeSystem/minor-procedure-my-core,https://myehr.kkmhub.moh.gov.my/fhir/ImplementationGuide/my-core/CodeSystem/minor-procedure-my-core,CodeSystem,minor-procedure-my-core,id-normalised,Normalised resource id from 'code-system-minor-procedure-my-core' to match the canonical URL tail.
http://fhir.hie.moh.gov.my/CodeSystem/monthly-household-income-my-core,https://myehr.kkmhub.moh.gov.my/fhir/ImplementationGuide/my-core/CodeSystem/monthly-household-income-my-core,CodeSystem,monthly-household-income-my-core,id-normalised,Normalised resource id from 'code-system-monthly-household-income-my-core' to match the canonical URL tail.
http://fhir.hie.moh.gov.my/CodeSystem/diagnosis-role-my-core,https://myehr.kkmhub.moh.gov.my/fhir/ImplementationGuide/my-core/CodeSystem/ncd-vc-dx-my-core,CodeSystem,ncd-vc-dx-my-core,canonical-corrected+id-normalised,Corrected canonical collision with diagnosis-role. Normalised resource id from 'code-system-ncd-vc-dx-my-core' to match the canonical URL tail.
http://fhir.hie.moh.gov.my/CodeSystem/non-drug-allergy-code-my-core,https://myehr.kkmhub.moh.gov.my/fhir/ImplementationGuide/my-core/CodeSystem/non-drug-allergy-code-my-core,CodeSystem,non-drug-allergy-code-my-core,id-normalised,Normalised resource id from 'code-system-non-drug-allergy-code-my-core' to match the canonical URL tail.
http://fhir.hie.moh.gov.my/CodeSystem/nutritionist-consultation-my-core,https://myehr.kkmhub.moh.gov.my/fhir/ImplementationGuide/my-core/CodeSystem/nutritionist-consultation-my-core,CodeSystem,nutritionist-consultation-my-core,id-normalised,Normalised resource id from 'code-system-nutritionist-consultation-my-core' to match the canonical URL tail.
http://fhir.hie.moh.gov.my/CodeSystem/observation-category-my-core,https://myehr.kkmhub.moh.gov.my/fhir/ImplementationGuide/my-core/CodeSystem/observation-category-my-core,CodeSystem,observation-category-my-core,id-normalised,Normalised resource id from 'code-system-observation-category-my-core' to match the canonical URL tail.
http://fhir.hie.moh.gov.my/CodeSystem/observation-panel-my-core,https://myehr.kkmhub.moh.gov.my/fhir/ImplementationGuide/my-core/CodeSystem/observation-panel-my-core,CodeSystem,observation-panel-my-core,id-normalised,Normalised resource id from 'code-system-observation-panel-my-core' to match the canonical URL tail.
http://fhir.hie.moh.gov.my/CodeSystem/occupation-sector-my-core,https://myehr.kkmhub.moh.gov.my/fhir/ImplementationGuide/my-core/CodeSystem/occupation-sector-my-core,CodeSystem,occupation-sector-my-core,id-normalised,Normalised resource id from 'code-system-occupation-sector-my-core' to match the canonical URL tail.
http://fhir.hie.moh.gov.my/CodeSystem/organization-category-my-core,https://myehr.kkmhub.moh.gov.my/fhir/ImplementationGuide/my-core/CodeSystem/organization-category-my-core,CodeSystem,organization-category-my-core,id-normalised,Normalised resource id from 'code-system-organization-category-my-core' to match the canonical URL tail.
http://fhir.hie.moh.gov.my/CodeSystem/organization-type-my-core,https://myehr.kkmhub.moh.gov.my/fhir/ImplementationGuide/my-core/CodeSystem/organization-type-my-core,CodeSystem,organization-type-my-core,id-normalised,Normalised resource id from 'code-system-organization-type-my-core' to match the canonical URL tail.
http://fhir.hie.moh.gov.my/CodeSystem/outcome-anxiety-dass-21-my-core,https://myehr.kkmhub.moh.gov.my/fhir/ImplementationGuide/my-core/CodeSystem/outcome-anxiety-dass-21-my-core,CodeSystem,outcome-anxiety-dass-21-my-core,id-normalised,Normalised resource id from 'code-system-outcome-anxiety-dass-21-my-core' to match the canonical URL tail.
http://fhir.hie.moh.gov.my/CodeSystem/outcome-audit-10-my-core,https://myehr.kkmhub.moh.gov.my/fhir/ImplementationGuide/my-core/CodeSystem/outcome-audit-10-my-core,CodeSystem,outcome-audit-10-my-core,id-normalised,Normalised resource id from 'code-system-outcome-audit-10-my-core' to match the canonical URL tail.
http://fhir.hie.moh.gov.my/CodeSystem/outcome-audit-c-my-core,https://myehr.kkmhub.moh.gov.my/fhir/ImplementationGuide/my-core/CodeSystem/outcome-audit-c-my-core,CodeSystem,outcome-audit-c-my-core,id-normalised,Normalised resource id from 'code-system-outcome-audit-c-my-core' to match the canonical URL tail.
http://fhir.hie.moh.gov.my/CodeSystem/outcome-depression-dass-21-my-core,https://myehr.kkmhub.moh.gov.my/fhir/ImplementationGuide/my-core/CodeSystem/outcome-depression-dass-21-my-core,CodeSystem,outcome-depression-dass-21-my-core,id-normalised,Normalised resource id from 'code-system-outcome-depression-dass-21-my-core' to match the canonical URL tail.
http://fhir.hie.moh.gov.my/CodeSystem/outcome-gen-cvs-my-core,https://myehr.kkmhub.moh.gov.my/fhir/ImplementationGuide/my-core/CodeSystem/outcome-gen-cvs-my-core,CodeSystem,outcome-gen-cvs-my-core,id-normalised,Normalised resource id from 'code-system-outcome-gen-cvs-my-core' to match the canonical URL tail.
http://fhir.hie.moh.gov.my/CodeSystem/outcome-phq-9-my-core,https://myehr.kkmhub.moh.gov.my/fhir/ImplementationGuide/my-core/CodeSystem/outcome-phq-9-my-core,CodeSystem,outcome-phq-9-my-core,id-normalised,Normalised resource id from 'code-system-outcome-phq-9-my-core' to match the canonical URL tail.
http://fhir.hie.moh.gov.my/CodeSystem/outcome-stress-dass-21-my-core,https://myehr.kkmhub.moh.gov.my/fhir/ImplementationGuide/my-core/CodeSystem/outcome-stress-dass-21-my-core,CodeSystem,outcome-stress-dass-21-my-core,id-normalised,Normalised resource id from 'code-system-outcome-stress-dass-21-my-core' to match the canonical URL tail.
http://fhir.hie.moh.gov.my/CodeSystem/outcome-whooley-my-core,https://myehr.kkmhub.moh.gov.my/fhir/ImplementationGuide/my-core/CodeSystem/outcome-whooley-my-core,CodeSystem,outcome-whooley-my-core,id-normalised,Normalised resource id from 'code-system-outcome-whooley-my-core' to match the canonical URL tail.
http://fhir.hie.moh.gov.my/CodeSystem/payment-type-my-core,https://myehr.kkmhub.moh.gov.my/fhir/ImplementationGuide/my-core/CodeSystem/payment-type-my-core,CodeSystem,payment-type-my-core,id-normalised,Normalised resource id from 'code-system-payment-type-my-core' to match the canonical URL tail.
http://fhir.hie.moh.gov.my/CodeSystem/person-title-my-core,https://myehr.kkmhub.moh.gov.my/fhir/ImplementationGuide/my-core/CodeSystem/person-title-my-core,CodeSystem,person-title-my-core,id-normalised,Normalised resource id from 'code-system-person-title-my-core' to match the canonical URL tail.
http://fhir.hie.moh.gov.my/CodeSystem/phis-frequency-my-core,https://myehr.kkmhub.moh.gov.my/fhir/ImplementationGuide/my-core/CodeSystem/phis-frequency-my-core,CodeSystem,phis-frequency-my-core,id-normalised,Normalised resource id from 'code-system-phis-frequency-my-core' to match the canonical URL tail.
http://fhir.hie.moh.gov.my/CodeSystem/phis-route-my-core,https://myehr.kkmhub.moh.gov.my/fhir/ImplementationGuide/my-core/CodeSystem/phis-route-my-core,CodeSystem,phis-route-my-core,id-normalised,Normalised resource id from 'code-system-phis-route-my-core' to match the canonical URL tail.
http://fhir.hie.moh.gov.my/CodeSystem/phis-uom-my-core,https://myehr.kkmhub.moh.gov.my/fhir/ImplementationGuide/my-core/CodeSystem/phis-uom-my-core,CodeSystem,phis-uom-my-core,id-normalised,Normalised resource id from 'code-system-phis-uom-my-core' to match the canonical URL tail.
http://fhir.hie.moh.gov.my/CodeSystem/phlebotomy-my-core,https://myehr.kkmhub.moh.gov.my/fhir/ImplementationGuide/my-core/CodeSystem/phlebotomy-my-core,CodeSystem,phlebotomy-my-core,id-normalised,Normalised resource id from 'code-system-phlebotomy-my-core' to match the canonical URL tail.
http://fhir.hie.moh.gov.my/CodeSystem/practitioner-role-code-my-core,https://myehr.kkmhub.moh.gov.my/fhir/ImplementationGuide/my-core/CodeSystem/practitioner-role-code-my-core,CodeSystem,practitioner-role-code-my-core,id-normalised,Normalised resource id from 'code-system-practitioner-role-code-my-core' to match the canonical URL tail.
http://fhir.hie.moh.gov.my/CodeSystem/procedure-category-my-core,https://myehr.kkmhub.moh.gov.my/fhir/ImplementationGuide/my-core/CodeSystem/procedure-category-my-core,CodeSystem,procedure-category-my-core,id-normalised,Normalised resource id from 'code-system-procedure-category-my-core' to match the canonical URL tail.
